"Time","CPU 0 - Processed","CPU 1 - Processed","CPU 10 - Processed","CPU 11 - Processed","CPU 2 - Processed","CPU 3 - Processed","CPU 4 - Processed","CPU 5 - Processed","CPU 6 - Processed","CPU 7 - Processed","CPU 8 - Processed","CPU 9 - Processed","CPU 0 - Dropped","CPU 1 - Dropped","CPU 10 - Dropped","CPU 11 - Dropped","CPU 2 - Dropped","CPU 3 - Dropped","CPU 4 - Dropped","CPU 5 - Dropped","CPU 6 - Dropped","CPU 7 - Dropped","CPU 8 - Dropped","CPU 9 - Dropped"
2026-06-04 18:09:00,44.4 p/s,33.9 p/s,47.2 p/s,27.8 p/s,38.7 p/s,32.2 p/s,42.8 p/s,33.1 p/s,47.7 p/s,34.8 p/s,43.5 p/s,28.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:09:30,47.9 p/s,30.7 p/s,47.0 p/s,27.1 p/s,39.9 p/s,31.7 p/s,43.0 p/s,34.4 p/s,45.6 p/s,29.9 p/s,44.2 p/s,29.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:10:00,47.7 p/s,30.7 p/s,47.5 p/s,28.3 p/s,42.5 p/s,30.3 p/s,39.5 p/s,30.5 p/s,45.4 p/s,26.9 p/s,44.2 p/s,31.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:10:30,46.0 p/s,30.9 p/s,48.1 p/s,32.3 p/s,41.2 p/s,29.1 p/s,37.5 p/s,31.0 p/s,44.1 p/s,28.0 p/s,42.1 p/s,31.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:11:00,42.1 p/s,31.4 p/s,49.2 p/s,34.1 p/s,45.8 p/s,31.0 p/s,38.5 p/s,33.7 p/s,46.6 p/s,30.3 p/s,44.1 p/s,33.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:11:30,44.3 p/s,33.0 p/s,51.2 p/s,35.8 p/s,42.6 p/s,33.8 p/s,41.3 p/s,33.8 p/s,49.0 p/s,33.5 p/s,44.2 p/s,31.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:12:00,44.3 p/s,34.2 p/s,51.4 p/s,31.6 p/s,43.6 p/s,35.8 p/s,43.6 p/s,31.0 p/s,53.8 p/s,32.5 p/s,44.3 p/s,30.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:12:30,44.7 p/s,36.7 p/s,51.3 p/s,33.9 p/s,43.4 p/s,33.1 p/s,44.8 p/s,28.1 p/s,55.3 p/s,29.4 p/s,42.8 p/s,31.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:13:00,48.3 p/s,36.8 p/s,48.3 p/s,37.6 p/s,43.6 p/s,31.1 p/s,44.4 p/s,29.1 p/s,52.1 p/s,25.3 p/s,42.9 p/s,30.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:13:30,48.8 p/s,34.8 p/s,47.5 p/s,38.4 p/s,43.6 p/s,30.2 p/s,42.0 p/s,34.7 p/s,49.8 p/s,26.1 p/s,43.0 p/s,31.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:14:00,47.5 p/s,32.1 p/s,46.2 p/s,36.2 p/s,38.3 p/s,31.4 p/s,39.4 p/s,35.1 p/s,50.5 p/s,29.4 p/s,42.2 p/s,27.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:14:30,43.3 p/s,30.7 p/s,48.5 p/s,32.8 p/s,41.0 p/s,34.4 p/s,41.4 p/s,34.0 p/s,54.5 p/s,32.8 p/s,43.7 p/s,32.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:15:00,41.9 p/s,29.7 p/s,49.1 p/s,32.9 p/s,39.4 p/s,35.8 p/s,42.2 p/s,30.5 p/s,55.5 p/s,32.3 p/s,44.2 p/s,28.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:15:30,48.0 p/s,35.0 p/s,57.8 p/s,37.2 p/s,45.6 p/s,39.9 p/s,48.1 p/s,33.3 p/s,55.0 p/s,36.4 p/s,49.9 p/s,34.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:16:00,45.5 p/s,33.2 p/s,54.9 p/s,35.5 p/s,45.2 p/s,35.6 p/s,44.6 p/s,33.2 p/s,48.6 p/s,35.3 p/s,48.4 p/s,31.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:16:30,50.6 p/s,34.5 p/s,56.5 p/s,36.7 p/s,47.8 p/s,36.0 p/s,45.5 p/s,32.7 p/s,46.5 p/s,38.3 p/s,48.6 p/s,39.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:17:00,44.3 p/s,28.9 p/s,50.6 p/s,31.4 p/s,42.6 p/s,30.1 p/s,42.2 p/s,30.3 p/s,44.0 p/s,30.7 p/s,42.7 p/s,34.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:17:30,47.1 p/s,34.6 p/s,52.2 p/s,28.9 p/s,43.6 p/s,29.6 p/s,42.7 p/s,29.4 p/s,47.2 p/s,30.0 p/s,42.2 p/s,34.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:18:00,41.1 p/s,33.1 p/s,50.5 p/s,27.2 p/s,47.1 p/s,28.5 p/s,42.4 p/s,29.0 p/s,50.1 p/s,29.3 p/s,41.7 p/s,28.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:18:30,41.0 p/s,31.4 p/s,48.1 p/s,27.5 p/s,47.0 p/s,29.4 p/s,40.4 p/s,29.1 p/s,54.4 p/s,31.1 p/s,41.4 p/s,27.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:19:00,40.2 p/s,25.9 p/s,47.0 p/s,30.8 p/s,45.6 p/s,32.2 p/s,44.5 p/s,29.7 p/s,55.0 p/s,29.8 p/s,42.2 p/s,29.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:19:30,45.2 p/s,28.7 p/s,46.9 p/s,32.1 p/s,44.9 p/s,30.4 p/s,45.4 p/s,31.4 p/s,54.9 p/s,28.6 p/s,43.6 p/s,28.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:20:00,46.9 p/s,30.1 p/s,47.3 p/s,31.3 p/s,45.5 p/s,30.4 p/s,47.2 p/s,33.2 p/s,49.7 p/s,28.6 p/s,44.4 p/s,31.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:20:30,46.6 p/s,31.9 p/s,47.4 p/s,31.5 p/s,44.3 p/s,31.8 p/s,43.3 p/s,38.4 p/s,49.8 p/s,30.8 p/s,44.2 p/s,29.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:21:00,41.5 p/s,31.3 p/s,45.9 p/s,28.9 p/s,41.1 p/s,30.2 p/s,41.5 p/s,41.6 p/s,46.3 p/s,31.0 p/s,41.9 p/s,31.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:21:30,38.5 p/s,31.6 p/s,43.5 p/s,28.1 p/s,40.4 p/s,28.3 p/s,39.7 p/s,38.7 p/s,48.5 p/s,28.2 p/s,39.9 p/s,28.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:22:00,35.8 p/s,32.1 p/s,42.5 p/s,28.5 p/s,39.6 p/s,28.7 p/s,39.0 p/s,34.3 p/s,47.9 p/s,29.5 p/s,39.6 p/s,30.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:22:30,52.2 p/s,44.8 p/s,57.4 p/s,39.5 p/s,56.0 p/s,44.0 p/s,52.8 p/s,40.1 p/s,62.2 p/s,42.9 p/s,52.3 p/s,40.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:23:00,53.1 p/s,44.5 p/s,59.7 p/s,42.2 p/s,56.4 p/s,46.3 p/s,54.5 p/s,39.3 p/s,65.8 p/s,45.2 p/s,53.9 p/s,41.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:23:30,54.6 p/s,46.4 p/s,60.5 p/s,43.3 p/s,57.5 p/s,45.9 p/s,56.2 p/s,38.8 p/s,70.2 p/s,45.9 p/s,55.4 p/s,41.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:24:00,38.4 p/s,29.8 p/s,44.7 p/s,32.5 p/s,38.9 p/s,32.8 p/s,42.1 p/s,30.8 p/s,55.6 p/s,31.9 p/s,42.1 p/s,29.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:24:30,37.1 p/s,32.4 p/s,45.2 p/s,35.3 p/s,39.0 p/s,31.5 p/s,40.0 p/s,31.9 p/s,50.0 p/s,33.3 p/s,42.3 p/s,28.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:25:00,39.9 p/s,31.9 p/s,49.4 p/s,36.4 p/s,40.7 p/s,33.4 p/s,42.0 p/s,35.6 p/s,49.9 p/s,34.0 p/s,45.7 p/s,31.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:25:30,40.9 p/s,33.7 p/s,53.2 p/s,40.0 p/s,43.1 p/s,31.6 p/s,42.5 p/s,32.3 p/s,52.6 p/s,34.5 p/s,48.1 p/s,37.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:26:00,44.4 p/s,32.0 p/s,55.6 p/s,35.6 p/s,45.9 p/s,34.2 p/s,44.7 p/s,32.5 p/s,54.4 p/s,34.3 p/s,49.4 p/s,43.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:26:30,41.9 p/s,29.3 p/s,55.5 p/s,36.3 p/s,45.9 p/s,32.4 p/s,42.7 p/s,35.9 p/s,52.6 p/s,33.5 p/s,45.2 p/s,39.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:27:00,40.1 p/s,29.8 p/s,55.0 p/s,32.7 p/s,46.3 p/s,35.0 p/s,43.9 p/s,36.8 p/s,50.9 p/s,33.8 p/s,46.2 p/s,33.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:27:30,39.9 p/s,29.5 p/s,54.8 p/s,35.7 p/s,47.4 p/s,33.9 p/s,43.0 p/s,34.7 p/s,50.7 p/s,35.8 p/s,45.5 p/s,29.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:28:00,42.1 p/s,34.3 p/s,52.4 p/s,35.3 p/s,48.6 p/s,31.8 p/s,45.6 p/s,30.7 p/s,48.9 p/s,37.4 p/s,46.4 p/s,31.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:28:30,60.1 p/s,39.8 p/s,62.7 p/s,51.8 p/s,58.9 p/s,42.6 p/s,58.3 p/s,35.7 p/s,62.5 p/s,47.2 p/s,56.8 p/s,42.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:29:00,75.7 p/s,46.1 p/s,75.4 p/s,60.5 p/s,71.0 p/s,51.3 p/s,69.4 p/s,41.2 p/s,75.0 p/s,50.3 p/s,65.1 p/s,45.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:29:30,91.8 p/s,51.1 p/s,97.1 p/s,72.0 p/s,83.3 p/s,63.0 p/s,81.6 p/s,48.9 p/s,89.4 p/s,57.2 p/s,79.9 p/s,51.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:30:00,88.9 p/s,54.1 p/s,97.0 p/s,69.4 p/s,81.6 p/s,61.0 p/s,81.2 p/s,50.9 p/s,90.8 p/s,55.2 p/s,81.8 p/s,48.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:30:30,87.1 p/s,55.7 p/s,97.3 p/s,75.2 p/s,82.4 p/s,59.4 p/s,83.6 p/s,53.9 p/s,91.5 p/s,57.0 p/s,87.2 p/s,53.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:31:00,78.5 p/s,52.6 p/s,87.5 p/s,67.8 p/s,84.0 p/s,62.4 p/s,87.1 p/s,54.8 p/s,91.0 p/s,56.6 p/s,86.8 p/s,53.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:31:30,78.7 p/s,59.6 p/s,90.7 p/s,65.4 p/s,91.7 p/s,65.4 p/s,91.0 p/s,62.9 p/s,94.3 p/s,58.8 p/s,88.3 p/s,54.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:32:00,83.2 p/s,60.3 p/s,90.5 p/s,65.6 p/s,88.3 p/s,67.2 p/s,96.2 p/s,64.7 p/s,95.5 p/s,58.4 p/s,90.0 p/s,56.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:32:30,94.6 p/s,64.9 p/s,95.3 p/s,70.8 p/s,90.6 p/s,73.6 p/s,92.0 p/s,67.9 p/s,100 p/s,65.6 p/s,96.1 p/s,65.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:33:00,98.2 p/s,61.7 p/s,96.6 p/s,72.4 p/s,88.9 p/s,76.4 p/s,94.9 p/s,62.1 p/s,101 p/s,71.0 p/s,100 p/s,64.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:33:30,91.7 p/s,59.4 p/s,93.3 p/s,67.7 p/s,89.8 p/s,78.7 p/s,87.2 p/s,63.4 p/s,100 p/s,75.6 p/s,100 p/s,68.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:34:00,88.2 p/s,58.4 p/s,93.7 p/s,66.6 p/s,89.2 p/s,74.0 p/s,88.9 p/s,59.3 p/s,94.6 p/s,67.7 p/s,93.9 p/s,62.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:34:30,85.7 p/s,65.3 p/s,96.0 p/s,63.8 p/s,90.8 p/s,68.7 p/s,83.7 p/s,57.6 p/s,91.0 p/s,62.7 p/s,88.5 p/s,69.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:35:00,86.4 p/s,67.6 p/s,98.9 p/s,59.7 p/s,89.9 p/s,64.7 p/s,92.6 p/s,57.5 p/s,90.6 p/s,61.8 p/s,81.9 p/s,67.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:35:30,87.3 p/s,70.7 p/s,95.3 p/s,59.6 p/s,85.8 p/s,58.1 p/s,87.9 p/s,55.7 p/s,85.4 p/s,60.2 p/s,78.2 p/s,64.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:36:00,88.7 p/s,62.5 p/s,93.8 p/s,58.4 p/s,83.8 p/s,56.3 p/s,89.5 p/s,57.4 p/s,81.8 p/s,56.0 p/s,79.7 p/s,57.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:36:30,87.2 p/s,60.6 p/s,90.1 p/s,56.6 p/s,83.6 p/s,72.6 p/s,83.5 p/s,57.0 p/s,82.6 p/s,51.2 p/s,83.5 p/s,57.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:37:00,87.9 p/s,59.8 p/s,92.3 p/s,55.3 p/s,88.5 p/s,73.7 p/s,87.9 p/s,56.4 p/s,86.9 p/s,51.9 p/s,87.2 p/s,62.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:37:30,85.5 p/s,62.6 p/s,87.8 p/s,57.1 p/s,91.7 p/s,71.4 p/s,84.8 p/s,54.0 p/s,86.2 p/s,55.0 p/s,82.5 p/s,61.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:38:00,87.5 p/s,64.2 p/s,94.2 p/s,61.9 p/s,95.2 p/s,54.1 p/s,85.8 p/s,54.2 p/s,84.6 p/s,55.1 p/s,81.5 p/s,54.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:38:30,81.0 p/s,64.5 p/s,96.9 p/s,62.3 p/s,91.7 p/s,54.7 p/s,83.3 p/s,54.7 p/s,84.3 p/s,55.0 p/s,82.0 p/s,47.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:39:00,84.5 p/s,63.9 p/s,100 p/s,65.0 p/s,89.9 p/s,60.3 p/s,84.5 p/s,56.2 p/s,83.3 p/s,60.4 p/s,87.7 p/s,46.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:39:30,83.1 p/s,62.9 p/s,94.2 p/s,63.2 p/s,90.3 p/s,61.6 p/s,86.4 p/s,60.8 p/s,85.3 p/s,63.5 p/s,88.9 p/s,53.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:40:00,87.8 p/s,63.1 p/s,89.0 p/s,71.1 p/s,93.4 p/s,61.1 p/s,94.7 p/s,64.3 p/s,87.6 p/s,63.6 p/s,87.9 p/s,57.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:40:30,84.1 p/s,58.1 p/s,89.9 p/s,67.9 p/s,91.4 p/s,58.3 p/s,94.4 p/s,62.6 p/s,90.6 p/s,58.2 p/s,82.6 p/s,58.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:41:00,85.2 p/s,60.6 p/s,89.6 p/s,69.2 p/s,98.5 p/s,59.4 p/s,92.4 p/s,60.0 p/s,93.7 p/s,57.8 p/s,85.4 p/s,55.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:41:30,87.2 p/s,57.5 p/s,94.9 p/s,61.3 p/s,96.0 p/s,56.0 p/s,88.7 p/s,57.5 p/s,93.3 p/s,59.8 p/s,88.3 p/s,61.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:42:00,87.7 p/s,62.7 p/s,91.7 p/s,60.3 p/s,101 p/s,54.7 p/s,90.8 p/s,58.6 p/s,92.3 p/s,57.1 p/s,91.1 p/s,61.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:42:30,89.5 p/s,65.2 p/s,97.8 p/s,61.5 p/s,99.6 p/s,59.5 p/s,92.4 p/s,58.8 p/s,93.9 p/s,58.1 p/s,86.9 p/s,59.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:43:00,86.8 p/s,64.2 p/s,95.7 p/s,58.3 p/s,102 p/s,58.4 p/s,86.3 p/s,58.2 p/s,91.4 p/s,53.4 p/s,85.1 p/s,55.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:43:30,88.4 p/s,59.5 p/s,102 p/s,51.4 p/s,101 p/s,59.3 p/s,85.5 p/s,56.9 p/s,94.4 p/s,53.3 p/s,84.7 p/s,52.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:44:00,85.6 p/s,60.5 p/s,97.0 p/s,49.2 p/s,93.2 p/s,54.4 p/s,83.3 p/s,54.3 p/s,93.3 p/s,49.1 p/s,85.2 p/s,53.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:44:30,87.5 p/s,61.9 p/s,95.4 p/s,52.4 p/s,91.3 p/s,55.4 p/s,87.4 p/s,56.8 p/s,98.8 p/s,53.3 p/s,85.1 p/s,55.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:45:00,86.1 p/s,67.0 p/s,90.3 p/s,59.9 p/s,85.3 p/s,58.9 p/s,85.2 p/s,55.4 p/s,95.5 p/s,59.1 p/s,88.3 p/s,62.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:45:30,89.4 p/s,59.9 p/s,88.2 p/s,55.1 p/s,85.2 p/s,64.8 p/s,87.1 p/s,54.7 p/s,89.9 p/s,66.7 p/s,87.5 p/s,62.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 18:46:00,83.3 p/s,57.5 p/s,82.5 p/s,56.2 p/s,81.6 p/s,73.3 p/s,85.6 p/s,52.0 p/s,83.2 p/s,66.3 p/s,84.3 p/s,57.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
