"Time","CPU 0 - Processed","CPU 1 - Processed","CPU 10 - Processed","CPU 11 - Processed","CPU 2 - Processed","CPU 3 - Processed","CPU 4 - Processed","CPU 5 - Processed","CPU 6 - Processed","CPU 7 - Processed","CPU 8 - Processed","CPU 9 - Processed","CPU 0 - Dropped","CPU 1 - Dropped","CPU 10 - Dropped","CPU 11 - Dropped","CPU 2 - Dropped","CPU 3 - Dropped","CPU 4 - Dropped","CPU 5 - Dropped","CPU 6 - Dropped","CPU 7 - Dropped","CPU 8 - Dropped","CPU 9 - Dropped"
2026-06-04 16:54:00,88.2 p/s,69.9 p/s,101 p/s,58.0 p/s,91.1 p/s,59.7 p/s,86.6 p/s,63.5 p/s,101 p/s,66.6 p/s,94.4 p/s,66.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:54:30,76.3 p/s,62.6 p/s,96.1 p/s,51.5 p/s,83.0 p/s,53.6 p/s,78.1 p/s,59.0 p/s,91.7 p/s,59.5 p/s,80.4 p/s,61.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:55:00,80.2 p/s,59.2 p/s,93.3 p/s,62.6 p/s,83.1 p/s,55.8 p/s,80.3 p/s,63.3 p/s,89.9 p/s,56.9 p/s,80.3 p/s,58.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:55:30,83.5 p/s,54.9 p/s,87.8 p/s,64.4 p/s,81.3 p/s,55.7 p/s,82.2 p/s,62.6 p/s,90.8 p/s,60.2 p/s,85.8 p/s,59.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:56:00,87.2 p/s,58.9 p/s,86.2 p/s,65.0 p/s,80.3 p/s,62.1 p/s,85.2 p/s,66.0 p/s,88.2 p/s,62.3 p/s,90.3 p/s,58.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:56:30,87.4 p/s,62.3 p/s,84.2 p/s,52.2 p/s,79.4 p/s,64.9 p/s,90.7 p/s,63.5 p/s,89.9 p/s,60.0 p/s,90.5 p/s,59.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:57:00,84.8 p/s,71.8 p/s,82.0 p/s,49.2 p/s,76.9 p/s,60.7 p/s,91.5 p/s,65.3 p/s,83.9 p/s,50.4 p/s,81.3 p/s,54.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:57:30,82.8 p/s,69.9 p/s,86.7 p/s,53.8 p/s,76.9 p/s,61.7 p/s,91.0 p/s,59.0 p/s,84.5 p/s,49.0 p/s,80.5 p/s,58.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:58:00,75.8 p/s,63.6 p/s,86.2 p/s,52.3 p/s,73.0 p/s,60.5 p/s,79.1 p/s,56.3 p/s,86.5 p/s,49.9 p/s,74.3 p/s,56.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:58:30,77.4 p/s,59.3 p/s,92.5 p/s,53.7 p/s,77.9 p/s,59.5 p/s,79.7 p/s,59.1 p/s,93.0 p/s,53.3 p/s,79.6 p/s,62.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:59:00,79.7 p/s,57.8 p/s,86.9 p/s,50.0 p/s,80.2 p/s,55.2 p/s,76.8 p/s,60.4 p/s,93.9 p/s,53.5 p/s,80.6 p/s,57.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 16:59:30,83.2 p/s,62.7 p/s,92.6 p/s,54.0 p/s,85.1 p/s,54.9 p/s,81.1 p/s,62.8 p/s,94.4 p/s,57.7 p/s,87.5 p/s,58.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:00:00,86.6 p/s,61.5 p/s,95.0 p/s,60.1 p/s,84.5 p/s,62.6 p/s,80.2 p/s,60.0 p/s,92.0 p/s,57.8 p/s,89.2 p/s,54.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:00:30,92.7 p/s,58.6 p/s,99.8 p/s,64.5 p/s,86.3 p/s,62.2 p/s,85.3 p/s,66.6 p/s,89.6 p/s,59.1 p/s,91.9 p/s,57.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:01:00,93.7 p/s,58.2 p/s,97.5 p/s,64.3 p/s,88.9 p/s,64.5 p/s,89.9 p/s,71.2 p/s,88.9 p/s,59.3 p/s,90.8 p/s,61.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:01:30,91.4 p/s,56.8 p/s,88.9 p/s,55.9 p/s,83.3 p/s,54.6 p/s,89.1 p/s,66.6 p/s,87.6 p/s,62.9 p/s,85.9 p/s,57.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:02:00,87.0 p/s,62.9 p/s,87.7 p/s,51.7 p/s,83.3 p/s,53.9 p/s,90.8 p/s,60.6 p/s,89.8 p/s,62.9 p/s,84.3 p/s,55.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:02:30,84.9 p/s,56.1 p/s,83.5 p/s,47.2 p/s,77.4 p/s,49.1 p/s,88.7 p/s,53.3 p/s,86.4 p/s,54.3 p/s,80.2 p/s,53.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:03:00,82.4 p/s,58.0 p/s,86.6 p/s,49.3 p/s,81.8 p/s,55.6 p/s,89.2 p/s,55.5 p/s,87.9 p/s,49.7 p/s,82.0 p/s,65.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:03:30,83.0 p/s,54.8 p/s,87.0 p/s,53.9 p/s,80.2 p/s,58.6 p/s,82.3 p/s,57.4 p/s,93.1 p/s,47.4 p/s,79.6 p/s,68.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:04:00,86.9 p/s,56.1 p/s,91.1 p/s,61.2 p/s,88.2 p/s,61.0 p/s,81.6 p/s,59.9 p/s,95.6 p/s,55.4 p/s,86.3 p/s,67.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:04:30,88.0 p/s,56.6 p/s,92.0 p/s,62.9 p/s,95.3 p/s,56.0 p/s,85.9 p/s,60.1 p/s,96.6 p/s,57.4 p/s,87.5 p/s,60.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:05:00,84.3 p/s,54.0 p/s,84.0 p/s,59.4 p/s,93.4 p/s,54.7 p/s,89.7 p/s,65.3 p/s,91.7 p/s,55.4 p/s,86.3 p/s,58.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:05:30,78.5 p/s,54.7 p/s,80.2 p/s,53.2 p/s,81.3 p/s,53.8 p/s,90.9 p/s,64.7 p/s,83.9 p/s,51.4 p/s,80.8 p/s,58.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:06:00,80.8 p/s,51.2 p/s,78.5 p/s,51.5 p/s,73.7 p/s,56.0 p/s,91.5 p/s,64.1 p/s,83.8 p/s,50.7 p/s,78.8 p/s,52.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:06:30,84.7 p/s,56.2 p/s,84.9 p/s,61.5 p/s,77.8 p/s,56.6 p/s,87.4 p/s,59.2 p/s,80.6 p/s,53.3 p/s,81.2 p/s,53.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:07:00,87.1 p/s,54.1 p/s,87.0 p/s,62.4 p/s,81.9 p/s,58.7 p/s,87.2 p/s,57.4 p/s,84.1 p/s,59.6 p/s,87.3 p/s,53.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:07:30,85.1 p/s,56.7 p/s,85.2 p/s,65.5 p/s,83.6 p/s,60.5 p/s,85.6 p/s,63.0 p/s,86.3 p/s,56.5 p/s,88.3 p/s,55.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:08:00,79.9 p/s,51.3 p/s,83.2 p/s,57.8 p/s,78.7 p/s,59.5 p/s,84.7 p/s,56.9 p/s,90.2 p/s,60.6 p/s,87.3 p/s,49.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:08:30,78.5 p/s,50.0 p/s,81.1 p/s,59.0 p/s,79.9 p/s,65.8 p/s,82.1 p/s,60.6 p/s,89.7 p/s,55.4 p/s,80.5 p/s,48.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:09:00,86.8 p/s,46.9 p/s,87.0 p/s,61.8 p/s,82.4 p/s,70.1 p/s,86.2 p/s,57.3 p/s,92.1 p/s,61.0 p/s,83.1 p/s,51.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:09:30,90.5 p/s,48.2 p/s,89.2 p/s,62.3 p/s,85.9 p/s,74.5 p/s,90.6 p/s,63.2 p/s,93.9 p/s,71.0 p/s,88.4 p/s,59.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:10:00,95.7 p/s,58.1 p/s,94.5 p/s,64.4 p/s,84.9 p/s,68.6 p/s,96.0 p/s,61.6 p/s,101 p/s,74.1 p/s,91.9 p/s,63.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:10:30,87.0 p/s,60.0 p/s,91.6 p/s,60.1 p/s,81.7 p/s,65.4 p/s,89.2 p/s,62.6 p/s,95.0 p/s,75.2 p/s,91.5 p/s,60.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:11:00,84.2 p/s,63.6 p/s,89.6 p/s,61.3 p/s,80.3 p/s,61.8 p/s,86.7 p/s,62.3 p/s,93.8 p/s,65.1 p/s,89.3 p/s,56.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:11:30,76.3 p/s,56.2 p/s,88.9 p/s,63.4 p/s,82.2 p/s,62.1 p/s,78.8 p/s,63.2 p/s,87.6 p/s,62.6 p/s,86.9 p/s,53.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:12:00,74.5 p/s,59.8 p/s,84.6 p/s,63.3 p/s,82.2 p/s,59.5 p/s,75.4 p/s,60.8 p/s,85.9 p/s,59.2 p/s,88.2 p/s,50.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:12:30,78.1 p/s,58.1 p/s,91.2 p/s,62.1 p/s,84.5 p/s,58.9 p/s,79.3 p/s,58.4 p/s,87.6 p/s,63.3 p/s,90.3 p/s,53.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:13:00,84.4 p/s,60.2 p/s,87.8 p/s,62.2 p/s,80.3 p/s,54.1 p/s,81.7 p/s,56.0 p/s,92.0 p/s,62.7 p/s,91.5 p/s,53.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:13:30,88.7 p/s,59.7 p/s,92.3 p/s,65.4 p/s,79.2 p/s,54.6 p/s,86.0 p/s,53.2 p/s,92.0 p/s,63.3 p/s,89.0 p/s,64.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:14:00,92.6 p/s,65.0 p/s,88.9 p/s,65.2 p/s,82.2 p/s,61.0 p/s,86.1 p/s,57.1 p/s,92.5 p/s,59.0 p/s,85.1 p/s,62.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:14:30,90.9 p/s,63.5 p/s,91.0 p/s,62.7 p/s,84.7 p/s,62.5 p/s,86.0 p/s,56.4 p/s,89.1 p/s,66.5 p/s,86.2 p/s,63.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:15:00,84.0 p/s,62.7 p/s,88.9 p/s,59.8 p/s,82.2 p/s,62.7 p/s,85.6 p/s,59.9 p/s,87.7 p/s,64.0 p/s,82.9 p/s,58.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:15:30,79.5 p/s,61.5 p/s,86.1 p/s,57.4 p/s,76.7 p/s,58.3 p/s,82.3 p/s,61.9 p/s,88.5 p/s,63.1 p/s,86.7 p/s,62.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:16:00,80.7 p/s,60.3 p/s,85.6 p/s,55.1 p/s,78.5 p/s,59.5 p/s,86.3 p/s,58.6 p/s,92.0 p/s,60.6 p/s,86.4 p/s,61.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:16:30,86.5 p/s,58.3 p/s,87.3 p/s,56.2 p/s,81.7 p/s,58.4 p/s,87.7 p/s,50.1 p/s,92.9 p/s,66.2 p/s,84.1 p/s,59.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:17:00,85.3 p/s,55.0 p/s,89.3 p/s,54.4 p/s,80.0 p/s,63.8 p/s,84.4 p/s,42.3 p/s,86.6 p/s,66.9 p/s,75.9 p/s,52.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:17:30,82.5 p/s,58.8 p/s,92.7 p/s,52.5 p/s,78.4 p/s,61.8 p/s,79.1 p/s,43.4 p/s,83.3 p/s,61.8 p/s,70.8 p/s,52.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:18:00,85.0 p/s,64.1 p/s,89.1 p/s,48.8 p/s,74.5 p/s,61.7 p/s,74.9 p/s,46.1 p/s,81.5 p/s,54.9 p/s,74.0 p/s,51.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:18:30,87.5 p/s,66.9 p/s,87.7 p/s,53.3 p/s,79.4 p/s,54.6 p/s,77.5 p/s,47.4 p/s,83.0 p/s,53.0 p/s,78.7 p/s,58.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:19:00,84.0 p/s,66.9 p/s,81.3 p/s,59.2 p/s,80.6 p/s,54.8 p/s,77.5 p/s,46.1 p/s,79.6 p/s,53.3 p/s,79.9 p/s,55.4 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:19:30,82.8 p/s,61.2 p/s,85.3 p/s,62.8 p/s,83.7 p/s,55.1 p/s,83.8 p/s,48.5 p/s,85.9 p/s,62.0 p/s,83.2 p/s,61.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:20:00,77.1 p/s,60.5 p/s,83.2 p/s,61.6 p/s,83.1 p/s,58.3 p/s,87.0 p/s,49.3 p/s,89.4 p/s,63.5 p/s,81.9 p/s,57.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:20:30,80.2 p/s,61.8 p/s,87.0 p/s,56.0 p/s,84.1 p/s,63.6 p/s,88.7 p/s,50.9 p/s,95.2 p/s,65.2 p/s,82.9 p/s,59.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:21:00,79.4 p/s,60.3 p/s,87.2 p/s,53.4 p/s,85.9 p/s,66.0 p/s,83.0 p/s,53.7 p/s,97.2 p/s,64.4 p/s,79.6 p/s,55.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:21:30,85.9 p/s,63.7 p/s,97.3 p/s,53.6 p/s,85.2 p/s,62.7 p/s,84.8 p/s,61.4 p/s,92.6 p/s,64.2 p/s,83.9 p/s,54.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:22:00,90.9 p/s,60.3 p/s,97.6 p/s,54.5 p/s,85.4 p/s,56.5 p/s,84.4 p/s,64.1 p/s,91.0 p/s,65.6 p/s,93.6 p/s,56.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:22:30,88.3 p/s,59.0 p/s,94.2 p/s,59.4 p/s,85.2 p/s,52.5 p/s,88.3 p/s,63.3 p/s,87.2 p/s,59.5 p/s,98.8 p/s,56.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:23:00,91.6 p/s,51.2 p/s,89.4 p/s,57.2 p/s,90.0 p/s,56.1 p/s,89.8 p/s,58.7 p/s,90.1 p/s,56.5 p/s,101 p/s,57.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:23:30,87.1 p/s,49.4 p/s,85.6 p/s,58.3 p/s,92.1 p/s,57.9 p/s,88.8 p/s,59.4 p/s,86.8 p/s,52.7 p/s,90.4 p/s,55.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:24:00,88.7 p/s,49.4 p/s,88.2 p/s,57.4 p/s,88.6 p/s,59.4 p/s,85.6 p/s,57.0 p/s,86.5 p/s,57.0 p/s,87.1 p/s,53.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:24:30,83.4 p/s,49.7 p/s,85.2 p/s,60.2 p/s,80.7 p/s,54.3 p/s,81.3 p/s,56.0 p/s,82.7 p/s,58.8 p/s,82.8 p/s,56.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:25:00,87.8 p/s,54.7 p/s,92.5 p/s,61.8 p/s,75.7 p/s,55.4 p/s,82.4 p/s,57.4 p/s,84.5 p/s,61.5 p/s,83.9 p/s,63.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:25:30,85.9 p/s,60.9 p/s,91.6 p/s,60.8 p/s,80.6 p/s,54.8 p/s,88.2 p/s,56.2 p/s,85.5 p/s,59.6 p/s,84.7 p/s,65.6 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:26:00,87.2 p/s,63.8 p/s,95.2 p/s,61.4 p/s,82.2 p/s,56.8 p/s,88.2 p/s,56.3 p/s,89.9 p/s,59.2 p/s,82.3 p/s,66.1 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:26:30,83.4 p/s,65.3 p/s,92.1 p/s,63.4 p/s,85.0 p/s,62.0 p/s,97.2 p/s,57.7 p/s,94.0 p/s,62.6 p/s,86.4 p/s,63.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:27:00,84.3 p/s,62.9 p/s,96.7 p/s,60.4 p/s,87.5 p/s,67.0 p/s,91.4 p/s,58.4 p/s,97.8 p/s,59.3 p/s,82.7 p/s,65.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:27:30,85.7 p/s,65.0 p/s,92.0 p/s,63.3 p/s,87.8 p/s,67.1 p/s,93.5 p/s,56.3 p/s,98.0 p/s,59.7 p/s,86.3 p/s,61.7 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:28:00,88.2 p/s,64.0 p/s,97.4 p/s,63.7 p/s,92.5 p/s,70.1 p/s,89.1 p/s,56.7 p/s,98.5 p/s,57.7 p/s,91.6 p/s,62.8 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:28:30,84.0 p/s,64.1 p/s,88.0 p/s,61.8 p/s,86.0 p/s,72.9 p/s,90.0 p/s,57.6 p/s,95.2 p/s,56.2 p/s,91.0 p/s,54.5 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:29:00,79.1 p/s,61.4 p/s,90.2 p/s,56.4 p/s,89.8 p/s,72.0 p/s,84.9 p/s,59.0 p/s,88.4 p/s,56.0 p/s,86.0 p/s,55.9 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:29:30,79.3 p/s,57.1 p/s,81.4 p/s,57.4 p/s,84.7 p/s,63.8 p/s,80.8 p/s,54.5 p/s,81.8 p/s,53.7 p/s,76.0 p/s,55.2 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:30:00,86.5 p/s,56.7 p/s,90.3 p/s,59.2 p/s,85.9 p/s,58.5 p/s,81.5 p/s,58.4 p/s,81.0 p/s,60.7 p/s,79.8 p/s,65.3 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:30:30,84.6 p/s,61.0 p/s,88.3 p/s,55.4 p/s,79.6 p/s,55.6 p/s,79.0 p/s,60.6 p/s,84.2 p/s,56.6 p/s,79.2 p/s,62.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
2026-06-04 17:31:00,83.0 p/s,62.4 p/s,95.6 p/s,49.7 p/s,83.9 p/s,52.7 p/s,76.3 p/s,62.9 p/s,88.7 p/s,56.4 p/s,83.6 p/s,62.0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s,0 p/s
